id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine
4011,5.16,15,22041.12,1926.3,8351.02,178.34,178.34,719.36,288,640.64,2.08,1,11.18,1.03,26.18,0.52,0.97,0.98
4012,6.15,18,30130.93,2303.17,8806.34,251.19,251.19,782.42,288,668.79,2.52,1,13.4,1.03,35.3,0.7,0.97,0.98
4013,7.18,21,39918.87,2690.91,9082.41,338.82,338.82,855.16,288,700.45,3.02,1,15.88,1.04,47.2,0.93,0.97,0.98
4014,8.22,24,54249.79,3108.66,9398.54,471.72,471.72,956.98,288,737.43,3.69,1,19.05,1.04,65.79,1.3,0.97,0.98
4015,6.21,18,42693.04,2687.19,8588.95,364.72,364.72,868.39,288,695.36,3.12,1,16.09,1.04,50.78,1.07,0.97,0.98
4016,4.18,12,26754.54,2108.17,7747.12,226.48,226.48,730.96,288,637.43,2.33,1,12.07,1.03,36.28,0.72,0.97,0.98
4017,2.12,6,5292.75,1383.63,6854.57,31.68,31.68,564.78,288,571.03,1.28,1,6.97,1.02,10.21,0.21,0.97,0.98
4018,3.13,9,8759.71,1428.23,7209.5,65.83,65.83,590.01,288,584.89,1.42,1,7.7,1.02,16.09,0.25,0.97,0.98
4019,4.15,12,14910.36,1619.51,7775.56,116.44,116.44,654.38,288,611.1,1.71,1,9.24,1.02,18.67,0.37,0.97,0.98
4020,5.16,15,22042.87,1926.35,8352.39,178.34,178.34,718.36,288,640.45,2.08,1,11.16,1.03,26.12,0.52,0.97,0.98
4021,6.15,18,30132.48,2303.22,8807.21,251.17,251.17,781.38,288,668.6,2.52,1,13.39,1.03,35.23,0.7,0.97,0.98
4022,7.18,21,39920.46,2690.96,9083.11,338.76,338.76,854.1,288,700.26,3.02,1,15.87,1.04,47.11,0.93,0.97,0.98
4023,8.22,24,54250.2,3108.66,9399.11,471.77,471.77,955.99,288,737.27,3.69,1,19.03,1.04,65.71,1.3,0.97,0.98
4024,6.21,18,43587.14,2675.23,8583,364.09,364.09,894.4,288,698.33,3.14,1,16.22,1.04,51.83,1.11,0.97,0.98
4025,4.18,12,27661.13,2096.13,7741.84,225.87,225.87,757.5,288,640.45,2.35,1,12.2,1.03,37.47,0.76,0.97,0.98
4026,2.12,6,6198.93,1371.58,6849.86,30.96,30.96,591.35,288,574.05,1.31,1,7.12,1.02,11.42,0.24,0.97,0.98
4027,3.13,9,8772.39,1428.14,7211.8,65.82,65.82,589.62,288,584.79,1.42,1,7.69,1.02,16.17,0.25,0.97,0.98
4028,4.15,12,14910.45,1619.51,7777.37,116.47,116.47,653.48,288,610.94,1.71,1,9.23,1.02,18.63,0.37,0.97,0.98
4029,5.16,15,22046.47,1926.43,8353.8,178.41,178.41,717.39,288,640.27,2.08,1,11.15,1.03,26.07,0.52,0.97,0.98
4030,6.15,18,30135.93,2303.3,8808.14,251.25,251.25,780.35,288,668.41,2.52,1,13.38,1.03,35.16,0.7,0.97,0.98
4031,7.18,21,39923.95,2691.04,9083.86,338.83,338.83,853.05,288,700.08,3.02,1,15.85,1.04,47.03,0.93,0.97,0.98
4032,8.22,24,54250.36,3108.67,9399.69,471.68,471.68,955,288,737.1,3.69,1,19.01,1.04,65.61,1.3,0.97,0.98
4033,6.21,18,43541.86,2663.56,8576.72,363.31,363.31,895.58,288,697.75,3.14,1,16.18,1.04,57.83,1.11,0.97,0.98
4034,4.18,12,27561.28,2085.32,7736.82,225.24,225.24,756.74,288,639.63,2.34,1,12.16,1.03,42.94,0.76,0.97,0.98
4035,2.12,6,6098.86,1360.78,6845.41,30.45,30.45,590.61,288,573.23,1.3,1,7.08,1.02,16.91,0.24,0.97,0.98
4036,3.13,9,8717.96,1429.02,7214.7,65.98,65.98,586.77,288,584.39,1.42,1,7.68,1.02,15.58,0.25,0.97,0.98
4037,4.15,12,14910.69,1619.51,7779.19,116.45,116.45,652.59,288,610.78,1.71,1,9.22,1.02,18.59,0.37,0.97,0.98
4038,5.16,15,22047.92,1926.43,8355.12,178.41,178.41,716.41,288,640.08,2.08,1,11.14,1.03,26.01,0.52,0.97,0.98
4039,6.15,18,30137.17,2303.3,8808.97,251.22,251.22,779.33,288,668.22,2.52,1,13.36,1.03,35.1,0.7,0.97,0.98
4040,7.18,21,39924.89,2691.05,9084.51,338.8,338.8,851.99,288,699.9,3.02,1,15.83,1.04,46.95,0.93,0.97,0.98
4041,8.22,24,54250.41,3108.67,9400.26,471.71,471.71,954,288,736.94,3.69,1,18.98,1.04,65.52,1.3,0.97,0.98
4042,6.21,18,42672.98,2654.26,8571.26,362.86,362.86,873.72,288,694.28,3.11,1,16.01,1.04,61.35,1.09,0.97,0.98
4043,4.18,12,26673.78,2076.37,7732.29,224.86,224.86,734.29,288,636.09,2.32,1,11.99,1.03,46.2,0.73,0.97,0.98
4044,2.12,6,5211.06,1351.82,6841.45,29.99,29.99,568.19,288,569.69,1.27,1,6.91,1.02,20.19,0.22,0.97,0.98
4045,3.13,9,8699.25,1429.37,7217.28,66.04,66.04,585.26,288,584.16,1.42,1,7.66,1.02,15.27,0.25,0.97,0.98
4046,4.15,12,14910.73,1619.51,7781,116.46,116.46,651.7,288,610.61,1.71,1,9.21,1.02,18.54,0.37,0.97,0.98
4047,5.16,15,22048.03,1926.43,8356.43,178.42,178.42,715.42,288,639.89,2.08,1,11.13,1.03,25.96,0.51,0.97,0.98
4048,6.15,18,30137.11,2303.3,8809.78,251.25,251.25,778.29,288,668.03,2.52,1,13.35,1.03,35.03,0.69,0.97,0.98
4049,7.18,21,39924.77,2691.04,9085.16,338.83,338.83,850.92,288,699.71,3.02,1,15.82,1.04,46.87,0.93,0.97,0.98
4050,8.22,24,54250.53,3108.67,9400.84,471.79,471.79,953,288,736.78,3.69,1,18.96,1.04,65.42,1.3,0.97,0.98
4051,6.21,18,41978.98,2654.01,8571.51,362.9,362.9,852.44,288,691.06,3.09,1,15.86,1.04,60.58,1.06,0.97,0.98
4052,4.18,12,25938.54,2077.51,7734.14,225.14,225.14,711.26,288,632.7,2.29,1,11.84,1.03,44.66,0.71,0.97,0.98
4053,2.12,6,4475.53,1352.96,6843.88,30.22,30.22,545.19,288,566.3,1.25,1,6.77,1.02,18.68,0.19,0.97,0.98
4054,3.13,9,8658.03,1430.76,7220.52,66.29,66.29,582.59,288,583.83,1.42,1,7.65,1.02,14.44,0.25,0.97,0.98
4055,4.15,12,14910.84,1619.51,7782.82,116.47,116.47,650.81,288,610.45,1.71,1,9.2,1.02,18.5,0.37,0.97,0.98
4056,5.16,15,22048.21,1926.42,8357.73,178.43,178.43,714.44,288,639.71,2.08,1,11.12,1.03,25.9,0.51,0.97,0.98
4057,6.15,18,30137.11,2303.29,8810.59,251.24,251.24,777.25,288,667.84,2.52,1,13.34,1.03,34.96,0.69,0.97,0.98
4058,7.18,21,39924.71,2691.04,9085.8,338.84,338.84,849.86,288,699.52,3.02,1,15.8,1.04,46.78,0.93,0.97,0.98
4059,8.22,24,54250.73,3108.67,9401.42,471.71,471.71,952.01,288,736.62,3.69,1,18.94,1.04,65.33,1.29,0.97,0.98
4060,6.21,18,41382.83,2662.57,8577.43,363.3,363.3,827.24,288,687.73,3.06,1,15.71,1.04,54.63,1.03,0.97,0.98
4061,4.18,12,25338.62,2086.53,7741.03,225.6,225.6,685.85,288,629.36,2.27,1,11.7,1.03,38.47,0.67,0.97,0.98
4062,2.12,6,3875.25,1361.98,6851.35,30.77,30.77,519.81,288,562.96,1.23,1,6.64,1.02,12.51,0.16,0.97,0.98
4063,3.13,9,8654.29,1431.21,7223.15,66.37,66.37,581.47,288,583.66,1.42,1,7.64,1.02,14.14,0.24,0.97,0.98
4064,4.15,12,14910.98,1619.51,7784.64,116.47,116.47,649.93,288,610.29,1.71,1,9.19,1.02,18.45,0.37,0.97,0.98
4065,5.16,15,22048.45,1926.42,8359.04,178.44,178.44,713.45,288,639.52,2.08,1,11.11,1.03,25.84,0.51,0.97,0.98
4066,6.15,18,30137.17,2303.29,8811.4,251.27,251.27,776.21,288,667.65,2.52,1,13.32,1.03,34.89,0.69,0.97,0.98
4067,7.18,21,39924.63,2691.03,9086.45,338.83,338.83,848.79,288,699.34,3.02,1,15.78,1.04,46.7,0.92,0.97,0.98
4068,8.22,24,54250.85,3108.67,9402,471.74,471.74,951.02,288,736.46,3.69,1,18.92,1.04,65.23,1.29,0.97,0.98
4069,6.21,18,41516.85,2672.33,8585.29,363.86,363.86,827.56,288,688.36,3.07,1,15.73,1.04,50.39,1.03,0.97,0.98
4070,4.18,12,25466.87,2096.7,7749.85,226.28,226.28,685.93,288,629.97,2.27,1,11.71,1.03,34.02,0.67,0.97,0.98
4071,2.12,6,4003.21,1372.15,6860.75,31.39,31.39,519.91,288,563.58,1.24,1,6.66,1.02,8.09,0.16,0.97,0.98
4072,3.13,9,8648.53,1431.62,7225.77,66.45,66.45,580.32,288,583.49,1.42,1,7.63,1.02,13.88,0.24,0.97,0.98
4073,4.15,12,14911.17,1619.51,7786.46,116.48,116.48,649.04,288,610.12,1.71,1,9.18,1.02,18.41,0.36,0.97,0.98
4074,5.16,15,22048.72,1926.41,8360.35,178.43,178.43,712.47,288,639.33,2.08,1,11.1,1.03,25.79,0.51,0.97,0.98
4075,6.15,18,30137.26,2303.29,8812.22,251.26,251.26,775.18,288,667.46,2.52,1,13.31,1.03,34.82,0.69,0.97,0.98
4076,7.18,21,39924.58,2691.02,9087.1,338.82,338.82,847.73,288,699.15,3.02,1,15.76,1.04,46.61,0.92,0.97,0.98
4077,8.22,24,54250.99,3108.67,9402.58,471.79,471.79,950.03,288,736.3,3.69,1,18.9,1.04,65.14,1.29,0.97,0.98
4078,6.21,18,41648.95,2677.29,8589.97,364.19,364.19,830.53,288,689.01,3.07,1,15.74,1.04,50.32,1.03,0.97,0.99
4079,4.18,12,25595.97,2102.24,7755.63,226.71,226.71,688.67,288,630.62,2.28,1,11.73,1.03,33.79,0.67,0.97,0.99
4080,2.12,6,4132.03,1377.69,6867.11,31.79,31.79,522.68,288,564.22,1.24,1,6.68,1.02,7.87,0.16,0.97,0.99
4081,3.13,9,8645.54,1432.2,7228.51,66.56,66.56,579.17,288,583.33,1.42,1,7.63,1.02,13.65,0.24,0.97,0.99
4082,4.15,12,14911.26,1619.51,7788.28,116.47,116.47,648.16,288,609.96,1.71,1,9.17,1.02,18.37,0.36,0.97,0.99
4083,5.16,15,22048.89,1926.41,8361.66,178.44,178.44,711.49,288,639.14,2.08,1,11.09,1.03,25.73,0.51,0.97,0.99
4084,6.15,18,30137.29,2303.28,8813.03,251.25,251.25,774.15,288,667.26,2.52,1,13.29,1.03,34.75,0.69,0.97,0.99
4085,7.18,21,39924.52,2691.02,9087.75,338.81,338.81,846.68,288,698.97,3.02,1,15.75,1.04,46.53,0.92,0.97,0.99
4086,8.22,24,54250.94,3108.67,9403.15,471.7,471.7,949.05,288,736.14,3.68,1,18.87,1.04,65.04,1.29,0.97,0.99
4087,6.21,18,41848.69,2682.55,8594.93,364.45,364.45,835.61,288,690.03,3.08,1,15.77,1.04,50.25,1.03,0.97,0.99
4088,4.18,12,25797.06,2108.6,7761.99,227.17,227.17,693.41,288,631.66,2.29,1,11.77,1.03,32.97,0.68,0.97,0.99
4089,2.12,6,4333.08,1384.05,6874.06,32.3,32.3,527.44,288,565.26,1.25,1,6.73,1.02,7.09,0.16,0.97,0.99
4090,3.13,9,8646.98,1433.3,7231.57,66.75,66.75,577.92,288,583.19,1.42,1,7.62,1.02,12.85,0.24,0.97,0.99
4091,4.15,12,14911.37,1619.51,7790.1,116.47,116.47,647.28,288,609.8,1.71,1,9.16,1.02,18.32,0.36,0.97,0.99
4092,5.16,15,22049.05,1926.41,8362.97,178.42,178.42,710.51,288,638.96,2.08,1,11.07,1.03,25.67,0.51,0.97,0.99
4093,6.15,18,30137.25,2303.28,8813.84,251.23,251.23,773.13,288,667.08,2.52,1,13.28,1.03,34.68,0.69,0.97,0.99
4094,7.18,21,39924.48,2691.01,9088.4,338.8,338.8,845.62,288,698.79,3.02,1,15.73,1.04,46.45,0.92,0.97,0.99
4095,8.22,24,54251.14,3108.67,9403.73,471.67,471.67,948.07,288,735.98,3.68,1,18.85,1.04,64.95,1.29,0.97,0.99
4096,6.21,18,42205.97,2687.42,8599.74,364.71,364.71,845.55,288,691.76,3.1,1,15.83,1.04,50.18,1.04,0.97,0.99
4097,4.18,12,26154.87,2113.75,7767.68,227.47,227.47,703.35,288,633.4,2.3,1,11.83,1.03,32.75,0.69,0.97,0.99
4098,2.12,6,4690.54,1389.2,6880.34,32.66,32.66,537.4,288,567,1.26,1,6.8,1.02,6.89,0.18,0.97,0.99
4099,3.13,9,8647.51,1433.58,7234.11,66.81,66.81,577.02,288,583.05,1.42,1,7.61,1.02,12.64,0.24,0.97,0.99
4100,4.15,12,14911.46,1619.52,7791.92,116.47,116.47,646.41,288,609.64,1.71,1,9.16,1.02,18.28,0.36,0.97,0.99
4101,5.16,15,22049.24,1926.4,8364.28,178.43,178.43,709.54,288,638.77,2.08,1,11.06,1.03,25.62,0.51,0.97,0.99
4102,6.15,18,30137.32,2303.27,8814.66,251.22,251.22,772.11,288,666.89,2.52,1,13.27,1.03,34.61,0.69,0.97,0.99
4103,7.18,21,39924.45,2691.01,9089.05,338.8,338.8,844.57,288,698.6,3.02,1,15.71,1.04,46.37,0.92,0.97,0.99
4104,8.22,24,54251.24,3108.68,9404.3,471.71,471.71,947.09,288,735.82,3.68,1,18.83,1.04,64.85,1.28,0.97,0.99
4105,6.21,18,42249.12,2687.72,8601.2,364.78,364.78,846,288,691.85,3.1,1,15.82,1.04,50.12,1.04,0.97,0.99
4106,4.18,12,26202.71,2114.1,7769.86,227.55,227.55,704.04,288,633.52,2.3,1,11.83,1.03,32.69,0.69,0.97,0.99
4107,2.12,6,4738.17,1389.55,6883.1,32.68,32.68,538.12,288,567.12,1.27,1,6.8,1.02,6.85,0.18,0.97,0.99
4108,3.13,9,8652.27,1433.63,7236.49,66.82,66.82,576.36,288,582.92,1.42,1,7.6,1.02,12.59,0.24,0.97,0.99
4109,4.15,12,14911.66,1619.52,7793.74,116.47,116.47,645.53,288,609.48,1.71,1,9.15,1.02,18.23,0.36,0.97,0.99
4110,5.16,15,22049.51,1926.4,8365.59,178.45,178.45,708.57,288,638.58,2.08,1,11.05,1.03,25.56,0.51,0.97,0.99
4111,6.15,18,30137.39,2303.27,8815.47,251.26,251.26,771.09,288,666.7,2.52,1,13.25,1.03,34.54,0.68,0.97,0.99
4112,7.18,21,39924.38,2691,9089.7,338.87,338.87,843.53,288,698.42,3.02,1,15.7,1.04,46.28,0.92,0.97,0.99
4113,8.22,24,54251.51,3108.68,9404.87,471.76,471.76,946.11,288,735.66,3.68,1,18.81,1.04,64.76,1.28,0.97,0.99
4114,6.21,18,42516.31,2688.28,8603.01,364.85,364.85,853.02,288,692.94,3.11,1,15.86,1.04,50.05,1.05,0.97,0.99
4115,4.18,12,26481.59,2115.38,7772.85,227.71,227.71,711.22,288,634.69,2.31,1,11.88,1.03,32.44,0.7,0.97,0.99
4116,2.12,6,5016.64,1390.83,6886.68,32.85,32.85,545.33,288,568.29,1.28,1,6.85,1.02,6.62,0.19,0.97,0.99
4117,3.13,9,8663.95,1434.35,7239.33,66.94,66.94,575.62,288,582.85,1.42,1,7.6,1.02,12.34,0.24,0.97,0.99
4118,4.15,12,14911.7,1619.52,7795.56,116.48,116.48,644.66,288,609.32,1.71,1,9.14,1.02,18.19,0.36,0.97,0.99
4119,5.16,15,22049.64,1926.39,8366.9,178.43,178.43,707.6,288,638.4,2.08,1,11.04,1.03,25.51,0.51,0.97,0.99
4120,6.15,18,30137.36,2303.27,8816.28,251.23,251.23,770.07,288,666.51,2.52,1,13.24,1.03,34.47,0.68,0.97,0.99
4121,7.18,21,39924.31,2691,9090.34,338.78,338.78,842.48,288,698.24,3.02,1,15.68,1.04,46.2,0.91,0.97,0.99
4122,8.22,24,54251.59,3108.67,9405.44,471.74,471.74,945.14,288,735.51,3.68,1,18.79,1.04,64.67,1.28,0.97,0.99
4123,6.21,18,42936.37,2685.88,8602.95,364.7,364.7,864.35,288,694.48,3.12,1,15.92,1.04,49.98,1.06,0.97,0.99
4124,4.18,12,26915.09,2113.69,7773.96,227.75,227.75,722.76,288,636.3,2.33,1,11.94,1.03,31.91,0.71,0.97,0.99
4125,2.12,6,5449.9,1389.14,6888.38,32.84,32.84,556.89,288,569.89,1.29,1,6.92,1.02,6.12,0.2,0.97,0.99
4126,3.13,9,8677.44,1435.06,7242.15,67.08,67.08,574.93,288,582.76,1.42,1,7.6,1.02,11.83,0.24,0.97,0.99
4127,4.15,12,14911.87,1619.52,7797.39,116.48,116.48,643.79,288,609.15,1.71,1,9.13,1.02,18.15,0.36,0.97,0.99
4128,5.16,15,22049.87,1926.39,8368.22,178.46,178.46,706.63,288,638.21,2.08,1,11.03,1.03,25.45,0.5,0.97,0.99
4129,6.15,18,30137.45,2303.26,8817.1,251.24,251.24,769.05,288,666.32,2.52,1,13.22,1.03,34.4,0.68,0.97,0.99
4130,7.18,21,39924.28,2690.99,9090.99,338.8,338.8,841.44,288,698.06,3.01,1,15.66,1.04,46.12,0.91,0.97,0.99
4131,8.22,24,54251.61,3108.68,9406.01,471.66,471.66,944.17,288,735.35,3.68,1,18.77,1.04,64.57,1.28,0.97,0.99
4132,6.21,18,43266.72,2681.94,8601.88,364.41,364.41,872.75,288,695.51,3.13,1,15.95,1.04,49.92,1.07,0.97,0.99
4133,4.18,12,27247.3,2109.64,7773.51,227.42,227.42,731.42,288,637.35,2.34,1,11.98,1.03,32.03,0.72,0.97,0.99
4134,2.12,6,5782.01,1385.09,6888.51,32.58,32.58,565.58,288,570.95,1.3,1,6.97,1.02,6.27,0.21,0.97,0.99
4135,3.13,9,8679.35,1434.95,7244.43,67.06,67.06,574.3,288,582.63,1.42,1,7.59,1.02,11.96,0.24,0.97,0.99
4136,4.15,12,14911.94,1619.52,7799.21,116.47,116.47,642.92,288,608.99,1.71,1,9.12,1.02,18.1,0.36,0.97,0.99
4137,5.16,15,22049.98,1926.38,8369.53,178.44,178.44,705.67,288,638.03,2.08,1,11.02,1.03,25.39,0.5,0.97,0.99
4138,6.15,18,30137.39,2303.26,8817.91,251.22,251.22,768.04,288,666.13,2.52,1,13.21,1.03,34.33,0.68,0.97,0.99
4139,7.18,21,39924.2,2690.99,9091.64,338.81,338.81,840.4,288,697.88,3.01,1,15.64,1.04,46.04,0.91,0.97,0.99
4140,8.22,24,54251.69,3108.68,9406.58,471.65,471.65,943.21,288,735.2,3.68,1,18.75,1.04,64.48,1.28,0.97,0.99
4141,6.21,18,43463.45,2678.83,8601.26,364.21,364.21,877.51,288,696.01,3.13,1,15.97,1.04,49.85,1.08,0.97,0.99
4142,4.18,12,27494.77,2108.17,7774.66,227.52,227.52,737.11,288,638.1,2.34,1,12.01,1.03,31.02,0.73,0.97,0.99
4143,2.12,6,6029.27,1383.62,6890.26,32.71,32.71,571.29,288,571.69,1.31,1,7.01,1.02,5.28,0.22,0.97,0.99
4144,3.13,9,8730.09,1436.59,7247.86,67.36,67.36,574.32,288,582.72,1.42,1,7.59,1.02,10.96,0.24,0.97,0.99
4145,4.15,12,14911.99,1619.52,7801.03,116.48,116.48,642.05,288,608.83,1.71,1,9.11,1.02,18.06,0.36,0.97,0.99
4146,5.16,15,22050.14,1926.38,8370.84,178.44,178.44,704.71,288,637.84,2.08,1,11.01,1.03,25.34,0.5,0.97,0.99
4147,6.15,18,30137.43,2303.26,8818.72,251.22,251.22,767.03,288,665.95,2.52,1,13.2,1.03,34.26,0.68,0.97,0.99
4148,7.18,21,39924.21,2690.98,9092.29,338.8,338.8,839.37,288,697.7,3.01,1,15.63,1.04,45.95,0.91,0.97,0.99
4149,8.22,24,54251.83,3108.67,9407.15,471.71,471.71,942.25,288,735.05,3.68,1,18.73,1.04,64.39,1.27,0.97,0.99
4150,6.21,18,43677.8,2667.92,8595.72,363.64,363.64,885.41,288,696.35,3.13,1,15.97,1.04,54.71,1.09,0.97,0.99
4151,4.18,12,27730.57,2097.68,7770.12,227.02,227.02,745.62,288,638.56,2.35,1,12.02,1.03,35.73,0.74,0.97,0.99
4152,2.12,6,6264.84,1373.12,6886.3,32.15,32.15,579.81,288,572.15,1.31,1,7.03,1.02,10,0.23,0.97,0.99
4153,3.13,9,8751.64,1437,7250.52,67.44,67.44,574.04,288,582.69,1.42,1,7.59,1.02,10.74,0.24,0.97,0.99
4154,4.15,12,14912.11,1619.52,7802.86,116.48,116.48,641.19,288,608.67,1.71,1,9.1,1.02,18.02,0.36,0.97,0.99
4155,5.16,15,22050.31,1926.38,8372.15,178.45,178.45,703.75,288,637.66,2.08,1,11,1.03,25.28,0.5,0.97,0.99
4156,6.15,18,30137.43,2303.25,8819.53,251.26,251.26,766.02,288,665.76,2.51,1,13.18,1.03,34.2,0.68,0.97,0.99
4157,7.18,21,39924.13,2690.98,9092.93,338.82,338.82,838.34,288,697.52,3.01,1,15.61,1.04,45.87,0.91,0.97,0.99
4158,8.22,24,54252.03,3108.67,9407.72,471.67,471.67,941.29,288,734.89,3.68,1,18.7,1.04,64.29,1.27,0.97,0.99
4159,6.21,18,43444.82,2660.44,8592.06,363.15,363.15,880.36,288,695.26,3.12,1,15.91,1.04,58.07,1.09,0.97,0.99
4160,4.18,12,27581.67,2091.79,7768.19,226.84,226.84,742.77,288,637.84,2.34,1,11.98,1.03,38.33,0.74,0.97,0.99
4161,2.12,6,6115.59,1367.24,6884.96,32.03,32.03,576.99,288,571.43,1.3,1,6.99,1.02,12.63,0.23,0.97,1
4162,3.13,9,8835.72,1438.59,7253.92,67.74,67.74,575.36,288,582.91,1.42,1,7.6,1.02,9.93,0.24,0.97,1
4163,4.15,12,14912.28,1619.52,7804.69,116.48,116.48,640.32,288,608.51,1.71,1,9.09,1.02,17.97,0.36,0.97,1
4164,5.16,15,22050.55,1926.38,8373.47,178.46,178.46,702.8,288,637.48,2.08,1,10.99,1.03,25.23,0.5,0.97,1
4165,6.15,18,30137.51,2303.25,8820.35,251.26,251.26,765.02,288,665.57,2.51,1,13.17,1.03,34.13,0.68,0.97,1
4166,7.18,21,39924.09,2690.97,9093.58,338.86,338.86,837.31,288,697.34,3.01,1,15.59,1.04,45.79,0.91,0.97,1
4167,8.22,24,54251.73,3108.68,9408.28,471.72,471.72,940.33,288,734.74,3.68,1,18.68,1.04,64.2,1.27,0.97,1
4168,6.21,18,42787.79,2654.02,8588.67,362.85,362.85,863.93,288,692.66,3.1,1,15.78,1.04,60.3,1.07,0.97,1
4169,4.18,12,26918.65,2085.25,7765.43,226.5,226.5,726.31,288,635.26,2.32,1,11.86,1.03,40.75,0.72,0.97,1
4170,2.12,6,5452.78,1360.69,6882.8,31.65,31.65,560.55,288,568.85,1.28,1,6.87,1.02,15.08,0.21,0.97,1
4171,3.13,9,8829.8,1438.48,7256.2,67.72,67.72,574.44,288,582.79,1.42,1,7.59,1.02,10.06,0.24,0.97,1
4172,4.15,12,14912.4,1619.52,7806.52,116.48,116.48,639.46,288,608.35,1.71,1,9.08,1.02,17.93,0.36,0.97,1
4173,5.16,15,22050.73,1926.37,8374.78,178.45,178.45,701.84,288,637.29,2.08,1,10.97,1.03,25.17,0.5,0.97,1
4174,6.15,18,30137.53,2303.24,8821.16,251.22,251.22,764.02,288,665.39,2.51,1,13.16,1.03,34.06,0.67,0.97,1
4175,7.18,21,39924.05,2690.97,9094.22,338.79,338.79,836.28,288,697.16,3.01,1,15.58,1.04,45.71,0.91,0.97,1
4176,8.22,24,54252.07,3108.68,9408.85,471.65,471.65,939.38,288,734.59,3.68,1,18.66,1.04,64.11,1.27,0.97,1
4177,6.21,18,42178.21,2652.7,8588.4,362.74,362.74,846.29,288,689.95,3.08,1,15.65,1.04,59.96,1.05,0.97,1
4178,4.18,12,26312.87,2083.95,7765.87,226.41,226.41,708.9,288,632.58,2.3,1,11.74,1.03,40.43,0.7,0.97,1
4179,2.12,6,4846.56,1359.4,6883.84,31.58,31.58,543.16,288,566.16,1.26,1,6.76,1.02,14.78,0.19,0.97,1
4180,3.13,9,8833.66,1438.5,7258.58,67.72,67.72,573.78,288,582.65,1.42,1,7.59,1.02,10.02,0.24,0.97,1
4181,4.15,12,14912.6,1619.52,7808.35,116.48,116.48,638.6,288,608.19,1.71,1,9.07,1.02,17.89,0.35,0.97,1
4182,5.16,15,22051.03,1926.37,8376.1,178.47,178.47,700.89,288,637.11,2.08,1,10.96,1.03,25.12,0.5,0.97,1
4183,6.15,18,30137.69,2303.24,8821.97,251.25,251.25,763.02,288,665.2,2.51,1,13.14,1.03,33.99,0.67,0.97,1
4184,7.18,21,39924.06,2690.97,9094.87,338.8,338.8,835.26,288,696.98,3.01,1,15.56,1.04,45.63,0.9,0.97,1
4185,8.22,24,54251.96,3108.68,9409.41,471.75,471.75,938.43,288,734.44,3.67,1,18.64,1.04,64.02,1.27,0.97,1
4186,6.21,18,42078.56,2652.96,8589.69,362.84,362.84,842.37,288,689.34,3.08,1,15.61,1.04,59.58,1.04,0.97,1
4187,4.18,12,26211.23,2084.17,7767.84,226.52,226.52,705.01,288,631.9,2.29,1,11.7,1.03,39.96,0.69,0.97,1
4188,2.12,6,4744.96,1359.61,6886.41,31.59,31.59,539.29,288,565.48,1.26,1,6.73,1.02,14.33,0.19,0.97,1
4189,3.13,9,8831.72,1438.45,7260.93,67.72,67.72,572.94,288,582.44,1.42,1,7.58,1.02,9.87,0.24,0.97,1
4190,4.15,12,14912.69,1619.52,7810.18,116.49,116.49,637.75,288,608.03,1.71,1,9.07,1.02,17.85,0.35,0.97,1
4191,5.16,15,22051.17,1926.37,8377.42,178.45,178.45,699.94,288,636.93,2.08,1,10.95,1.03,25.06,0.5,0.97,1
4192,6.15,18,30137.69,2303.24,8822.78,251.22,251.22,762.03,288,665.02,2.51,1,13.13,1.03,33.92,0.67,0.97,1
4193,7.18,21,39924.03,2690.96,9095.51,338.78,338.78,834.24,288,696.81,3.01,1,15.54,1.04,45.55,0.9,0.97,1
4194,8.22,24,54252.32,3108.67,9409.97,471.74,471.74,937.48,288,734.29,3.67,1,18.62,1.04,63.92,1.27,0.97,1
4195,6.21,18,41546.83,2656.55,8592.47,363.03,363.03,823.06,288,686.46,3.06,1,15.49,1.04,56.71,1.02,0.97,1
4196,4.18,12,25789.49,2089.33,7772.32,226.99,226.99,688.84,288,629.57,2.28,1,11.6,1.03,36.86,0.67,0.97,1
4197,2.12,6,4322.74,1364.78,6891.48,32.08,32.08,523.14,288,563.15,1.25,1,6.64,1.02,11.26,0.17,0.97,1
4198,3.13,9,8941.75,1440.03,7264.29,68.01,68.01,575.19,288,582.84,1.43,1,7.59,1.02,9.59,0.24,0.97,1
4199,4.15,12,14912.78,1619.53,7812.01,116.48,116.48,636.89,288,607.87,1.71,1,9.06,1.02,17.8,0.35,0.97,1
4200,5.16,15,22051.32,1926.37,8378.73,178.45,178.45,699,288,636.75,2.08,1,10.94,1.03,25,0.5,0.97,1
4201,6.15,18,30137.68,2303.24,8823.59,251.22,251.22,761.03,288,664.83,2.51,1,13.11,1.03,33.86,0.67,0.97,1
4202,7.18,21,39923.95,2690.96,9096.15,338.78,338.78,833.22,288,696.63,3.01,1,15.53,1.04,45.46,0.9,0.97,1
4203,8.22,24,54252.37,3108.68,9410.53,471.7,471.7,936.53,288,734.14,3.67,1,18.6,1.04,63.83,1.26,0.97,1
4204,6.21,18,41375.96,2663.22,8597.72,363.35,363.35,812.77,288,685.3,3.05,1,15.43,1.04,52.46,1,0.97,1
4205,4.18,12,25602.89,2095.81,7778.17,227.3,227.3,678.16,288,628.32,2.27,1,11.55,1.03,32.64,0.66,0.97,1
